0 | 2
1 | 2
2 | 2
3 | 3
4 | 4
5 | 3
6 | 4
7 | 4
8 | 3
9 | 3
10 | 3
11 | 2
12 | 3
13 | 2
14 | 4
15 | 3
16 | 3
17 | 2
18 | 3
19 | 3
20 | 3
21 | 3
22 | 3
23 | 2
24 | 3
25 | 3
26 | 4
27 | 3
28 | 2
29 | 4
30 | 3
31 | 3
32 | 2
33 | 3
34 | 3
35 | 2
36 | 3
37 | 3
38 | 4
39 | 3
40 | 3
41 | 3
42 | 3
43 | 3
44 | 2
45 | 3
46 | 3
47 | 3
48 | 3
49 | 3
50 | 3
51 | 2
52 | 4
53 | 2
54 | 3
55 | 2
56 | 3
57 | 2
58 | 2
59 | 3
60 | 2
61 | 3
62 | 3
63 | 4
64 | 3
65 | 2
66 | 2
67 | 3
68 | 2
69 | 3
70 | 2
71 | 2
72 | 3
73 | 3
74 | 4
75 | 3
76 | 2
77 | 2
78 | 3
79 | 2
80 | 3
81 | 3
82 | 4
83 | 2
84 | 3
85 | 2
86 | 4
87 | 2
88 | 2
89 | 2
90 | 3
91 | 3
92 | 3
93 | 2
94 | 3
95 | 2
96 | 3
97 | 2
98 | 2
99 | 2
0
