0 | 5
1 | 5
2 | 5
3 | 5
4 | 5
5 | 5
6 | 5
7 | 5
8 | 5
9 | 5
10 | 5
11 | 5
12 | 5
13 | 5
14 | 5
15 | 5
16 | 4
17 | 5
18 | 5
19 | 5
20 | 5
21 | 4
22 | 5
23 | 5
24 | 5
25 | 4
26 | 5
27 | 5
28 | 4
29 | 5
30 | 4
31 | 5
32 | 5
33 | 5
34 | 5
35 | 5
36 | 5
37 | 5
38 | 5
39 | 5
40 | 5
41 | 5
42 | 4
43 | 5
44 | 4
45 | 5
46 | 5
47 | 4
48 | 5
49 | 5
50 | 4
51 | 5
52 | 4
53 | 5
54 | 5
55 | 4
56 | 4
57 | 5
58 | 4
59 | 5
60 | 4
61 | 5
62 | 5
63 | 3
64 | 5
65 | 4
66 | 5
67 | 5
68 | 3
69 | 5
70 | 5
71 | 4
72 | 5
73 | 5
74 | 5
75 | 5
76 | 4
77 | 5
78 | 5
79 | 4
80 | 4
81 | 5
82 | 5
83 | 4
84 | 5
85 | 4
86 | 5
87 | 5
88 | 4
89 | 5
90 | 5
91 | 4
92 | 5
93 | 4
94 | 5
95 | 5
96 | 4
97 | 5
98 | 4
99 | 4
100 | 5
101 | 3
102 | 5
103 | 5
104 | 5
105 | 4
106 | 5
107 | 3
108 | 5
109 | 4
110 | 5
111 | 5
112 | 5
113 | 5
114 | 5
115 | 4
116 | 5
117 | 4
118 | 5
119 | 5
120 | 5
121 | 5
122 | 5
123 | 5
124 | 5
125 | 5
126 | 5
127 | 5
128 | 5
129 | 5
130 | 5
131 | 5
132 | 5
133 | 5
134 | 5
135 | 5
136 | 5
137 | 5
138 | 4
139 | 5
140 | 5
141 | 5
142 | 5
143 | 4
144 | 5
145 | 4
146 | 5
147 | 4
148 | 5
149 | 5
150 | 4
151 | 5
152 | 5
153 | 5
154 | 5
155 | 5
156 | 5
157 | 5
158 | 5
159 | 5
160 | 4
161 | 5
162 | 5
163 | 4
164 | 5
165 | 4
166 | 5
167 | 5
168 | 4
169 | 5
170 | 5
171 | 4
172 | 5
173 | 4
174 | 5
175 | 5
176 | 3
177 | 5
178 | 5
179 | 4
180 | 5
181 | 4
182 | 5
183 | 4
184 | 4
185 | 5
186 | 5
187 | 3
188 | 5
189 | 5
190 | 4
191 | 5
192 | 4
193 | 5
194 | 5
195 | 4
196 | 5
197 | 5
198 | 5
199 | 5
200 | 5
201 | 5
202 | 4
203 | 5
204 | 4
205 | 5
206 | 5
207 | 4
208 | 5
209 | 5
210 | 4
211 | 5
212 | 4
213 | 5
214 | 5
215 | 4
216 | 5
217 | 5
218 | 3
219 | 5
220 | 4
221 | 4
222 | 5
223 | 4
224 | 5
225 | 5
226 | 4
227 | 5
228 | 3
229 | 5
230 | 4
231 | 5
232 | 5
233 | 5
234 | 4
235 | 5
236 | 4
237 | 5
238 | 5
239 | 5
240 | 5
241 | 5
242 | 5
243 | 5
244 | 5
245 | 5
0
