0 | 3
1 | 2
2 | 3
3 | 3
4 | 3
5 | 3
6 | 3
7 | 2
8 | 3
9 | 3
10 | 2
11 | 3
12 | 3
13 | 3
14 | 2
15 | 3
16 | 3
17 | 3
18 | 2
19 | 2
20 | 2
21 | 3
22 | 1
23 | 2
24 | 3
25 | 3
26 | 4
27 | 3
28 | 3
29 | 3
30 | 3
31 | 2
32 | 3
33 | 2
34 | 3
35 | 3
36 | 2
37 | 2
38 | 3
39 | 3
40 | 2
41 | 2
42 | 3
43 | 2
44 | 3
45 | 1
46 | 3
47 | 2
48 | 4
49 | 4
50 | 2
51 | 3
52 | 3
53 | 3
54 | 3
55 | 2
56 | 3
57 | 3
58 | 3
59 | 2
60 | 3
61 | 3
62 | 3
63 | 2
64 | 3
65 | 2
66 | 3
67 | 3
68 | 3
69 | 2
70 | 3
71 | 4
72 | 3
73 | 3
74 | 3
75 | 4
76 | 2
77 | 3
78 | 2
79 | 3
80 | 2
81 | 3
82 | 2
83 | 2
84 | 3
85 | 3
86 | 3
87 | 3
88 | 3
89 | 3
90 | 3
91 | 3
92 | 3
93 | 2
94 | 3
95 | 3
96 | 2
97 | 4
98 | 1
99 | 3
100 | 2
101 | 2
102 | 3
103 | 3
104 | 2
105 | 2
106 | 3
107 | 2
108 | 3
109 | 3
110 | 3
111 | 2
112 | 2
113 | 4
114 | 2
115 | 4
116 | 2
117 | 2
118 | 3
119 | 3
120 | 3
121 | 2
122 | 3
123 | 2
124 | 3
125 | 3
126 | 3
127 | 2
128 | 3
129 | 1
130 | 3
131 | 3
132 | 3
133 | 2
134 | 2
135 | 2
136 | 2
137 | 3
138 | 3
139 | 3
140 | 3
141 | 3
142 | 2
143 | 2
144 | 3
145 | 2
146 | 1
147 | 3
0.0347222
